0.000000000000000000e+00,9.000000000000000000e+02
1.111111111111111249e-06,9.000000000000000000e+02
2.222222222222222498e-06,9.000000000000000000e+02
3.333333333333333747e-06,9.000000000000000000e+02
4.444444444444444996e-06,9.000000000000000000e+02
5.555555555555555822e-06,9.000000000000000000e+02
6.666666666666667494e-06,9.000000000000000000e+02
7.777777777777779167e-06,9.000000000000000000e+02
8.888888888888889992e-06,9.000000000000000000e+02
1.000000000000000082e-05,9.000000000000000000e+02
1.000000000000000082e-05,9.000000000000000000e+02
1.101123595505618011e-05,8.378295613614130843e+02
1.202247191011236109e-05,7.804905770234689726e+02
1.303370786516854037e-05,7.276075799447513646e+02
1.404494382022471966e-05,6.788342817721672873e+02
1.505617977528090064e-05,6.338513052761334166e+02
1.606741573033707823e-05,5.923640930051342366e+02
1.707865168539325921e-05,5.541009784651101882e+02
1.808988764044944020e-05,5.188114071933758851e+02
1.910112359550562118e-05,4.862642960783059038e+02
2.011235955056180216e-05,4.562465201812892701e+02
2.112359550561797975e-05,4.285615171523630806e+02
2.213483146067415734e-05,4.030280001009605826e+02
2.314606741573033832e-05,3.794787704933974055e+02
2.415730337078651931e-05,3.577596233037130560e+02
2.516853932584270029e-05,3.377283372485770769e+02
2.617977528089888127e-05,3.192537434941196466e+02
2.719101123595506225e-05,3.022148667363925370e+02
2.820224719101123645e-05,2.865001330310864205e+02
2.921348314606741743e-05,2.720066391852145671e+02
3.022471910112359842e-05,2.586394789265971212e+02
3.123595505617977940e-05,2.463111214387679127e+02
3.224719101123596038e-05,2.349408381918281918e+02
3.325842696629214136e-05,2.244541743160225451e+02
3.426966292134831556e-05,2.147824610564846921e+02
3.528089887640449654e-05,2.058623661166119518e+02
3.629213483146067753e-05,1.976354789456263745e+02
3.730337078651685851e-05,1.900479282547037485e+02
3.831460674157303949e-05,1.830500292570901024e+02
3.932584269662922047e-05,1.765959583222640958e+02
4.033707865168540145e-05,1.706434529137165157e+02
4.134831460674157565e-05,1.651535348454788732e+02
4.235955056179775664e-05,1.600902550452315154e+02
4.337078651685393762e-05,1.554204581526482798e+02
4.438202247191011860e-05,1.511135654115212503e+02
4.539325842696629958e-05,1.471413744340007668e+02
4.640449438202247378e-05,1.434778745257661683e+02
4.741573033707865476e-05,1.400990763628407478e+02
4.842696629213483575e-05,1.369828549047407478e+02
4.943820224719101673e-05,1.341088045153220492e+02
5.044943820224719771e-05,1.314581053426278174e+02
5.146067415730337869e-05,1.290134000827652585e+02
5.247191011235955289e-05,1.267586803208373567e+02
5.348314606741573387e-05,1.246791817046671298e+02
5.449438202247191486e-05,1.227612872648914504e+02
5.550561797752809584e-05,1.209924382483449676e+02
5.651685393258427682e-05,1.193610518808536511e+02
5.752808988764045780e-05,1.178564455209322546e+02
5.853932584269663200e-05,1.164687667077292872e+02
5.955056179775281298e-05,1.151889286451591659e+02
6.056179775280899397e-05,1.140085506997594962e+02
6.157303370786518172e-05,1.129199035226408228e+02
6.258426966292135593e-05,1.119158584361773165e+02
6.359550561797754369e-05,1.109898407540117518e+02
6.460674157303371789e-05,1.101357867287053409e+02
6.561797752808989209e-05,1.093481038451168672e+02
6.662921348314607985e-05,1.086216341995043990e+02
6.764044943820225406e-05,1.079516207245486044e+02
6.865168539325844181e-05,1.073336760391325271e+02
6.966292134831461602e-05,1.067637537188998209e+02
7.067415730337080378e-05,1.062381217994656026e+02
7.168539325842697798e-05,1.057533383387734602e+02
7.269662921348315219e-05,1.053062288785762917e+02
7.370786516853933994e-05,1.048938656574540005e+02
7.471910112359551415e-05,1.045135484392512097e+02
7.573033707865168835e-05,1.041627868313952661e+02
7.674157303370787611e-05,1.038392839773117942e+02
7.775280898876405031e-05,1.035409215161523377e+02
7.876404494382023807e-05,1.032657457113473214e+02
7.977528089887641228e-05,1.030119546571516480e+02
8.078651685393260003e-05,1.027778864794083233e+02
8.179775280898877424e-05,1.025620084532670546e+02
8.280898876404494844e-05,1.023629069665978335e+02
8.382022471910113620e-05,1.021792782633783787e+02
8.483146067415731041e-05,1.020099199064411692e+02
8.584269662921349816e-05,1.018537229036763279e+02
8.685393258426967237e-05,1.017096644461313844e+02
8.786516853932584657e-05,1.015768012104554003e+02
8.887640449438203433e-05,1.014542631818305694e+02
8.988764044943820853e-05,1.013412479569426239e+02
9.089887640449439629e-05,1.012370154896848362e+02
9.191011235955057050e-05,1.011408832451893005e+02
9.292134831460675825e-05,1.010522217304532546e+02
9.393258426966293246e-05,1.009704503722940956e+02
9.494382022471910666e-05,1.008950337156409631e+02
9.595505617977529442e-05,1.008254779172688131e+02
9.696629213483146863e-05,1.007613275120149723e+02
9.797752808988765638e-05,1.007021624303029768e+02
9.898876404494383059e-05,1.006475952474436326e+02
1.000000000000000048e-04,1.005972686467013375e+02
